1562	
	0.841176428	-0.841176428	0.8264044102	-0.8264044102	0.8109842041
	-0.8109842041	0.7949614039	-0.7949614039	0.7783555219	-0.7783555219
	0.7625661199	-0.7625661199	0.712329331	-0.712329331	0.7463014337
	-0.7463014337	0.7295629598	-0.7295629598	0.4755873336	-0.4755873336
	0.5603027146	-0.5603027146	0.4972669223	-0.4972669223	0.5186133474
	-0.5186133474	0.5396294903	-0.5396294903	  0	  0
	0.8412703231	-0.8412703231	0.8264392724	-0.8264392724	0.8110028033
	-0.8110028033	0.7949731951	-0.7949731951	0.7776528753	-0.7776528753
	0.7618387234	-0.7618387234	0.6948230488	-0.6948230488	0.7287986231
	-0.7287986231	0.7455498619	-0.7455498619	0.5806762328	-0.5806762328
	0.4536938932	-0.4536938932	0.5848776342	-0.5848776342	0.4941415016
	-0.4941415016	0.5573359181	-0.5573359181	0.5155333054	-0.5155333054
	0.5366021433	-0.5366021433	0.02478761591	-0.02478761591	0.02478299628
	-0.02478299628	0.8413013949	-0.8413013949	0.6768456912	-0.6768456912
	0.8264601121	-0.8264601121	0.8110177775	-0.8110177775	0.7943001291
	-0.7943001291	0.7769542583	-0.7769542583	0.7611214355	-0.7611214355
	0.7116502191	-0.7116502191	0.7448224302	-0.7448224302	0.6006914176
	-0.6006914176	0.6048067515	-0.6048067515	0.4314940067	-0.4314940067
	0.4724657996	-0.4724657996	0.6089100889	-0.6089100889	0.5819581608
	-0.5819581608	0.5124615125	-0.5124615125	0.5543547503	-0.5543547503
	0.5335738342	-0.5335738342	0.04955916842	-0.04955916842	0.04955453949
	-0.04955453949	0.04955076858	-0.04955076858	0.8413200046	-0.8413200046
	0.6584468537	-0.6584468537	0.6940633582	-0.6940633582	0.8264752168
	-0.8264752168	0.8103723654	-0.8103723654	0.7936306907	-0.7936306907
	0.7762648925	-0.7762648925	0.7604194924	-0.7604194924	0.728082138
	-0.728082138	0.6203505028	-0.6203505028	0.6243730418	-0.6243730418
	0.6283849573	-0.6283849573	0.4090248826	-0.4090248826	0.4504941342
	-0.4504941342	0.4910297799	-0.4910297799	0.6323782211	-0.6323782211
	0.6060532414	-0.6060532414	0.5790410923	-0.5790410923	0.5305579047
	-0.5305579047	0.5513784832	-0.5513784832	0.0743001938	-0.0743001938
	0.07429527914	-0.07429527914	0.07429138945	-0.07429138945	0.07428810227
	-0.07428810227	0.6396728182	-0.6396728182	0.841330973	-0.841330973
